bash-4.4# time kafka-producer-perf-test.sh --topic testes-de-performance --num-records 10000000 --throughput -1 --record-size 1000 --producer.config opt/kafka/config/producer.prope
rties
70401 records sent, 13844.8 records/sec (13.20 MB/sec), 1226.0 ms avg latency, 2978.0 ms max latency.
[2022-02-12 20:16:43,923] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-72 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:43,925] WARN [Producer clientId=producer-1] Got error produce response with correlation id 25005 on topic-partition testes-de-performance-6, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:43,926] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-6 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:43,927] WARN [Producer clientId=producer-1] Got error produce response with correlation id 25005 on topic-partition testes-de-performance-18, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:43,928] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-18 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:43,930] WARN [Producer clientId=producer-1] Got error produce response with correlation id 25005 on topic-partition testes-de-performance-12, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:43,932] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-12 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:43,932] WARN [Producer clientId=producer-1] Got error produce response with correlation id 25005 on topic-partition testes-de-performance-78, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:43,933] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-78 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:44,010] WARN [Producer clientId=producer-1] Got error produce response with correlation id 25011 on topic-partition testes-de-performance-96, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:44,011] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-96 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:44,012] WARN [Producer clientId=producer-1] Got error produce response with correlation id 25011 on topic-partition testes-de-performance-30, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:44,013] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-30 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:44,016] WARN [Producer clientId=producer-1] Got error produce response with correlation id 25011 on topic-partition testes-de-performance-42, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:44,026] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-42 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:44,029] WARN [Producer clientId=producer-1] Got error produce response with correlation id 25011 on topic-partition testes-de-performance-54, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:44,032] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-54 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:44,034] WARN [Producer clientId=producer-1] Got error produce response with correlation id 25011 on topic-partition testes-de-performance-0, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:44,036] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-0 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:44,040] WARN [Producer clientId=producer-1] Got error produce response with correlation id 25011 on topic-partition testes-de-performance-66, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:44,041] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-66 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:44,042] WARN [Producer clientId=producer-1] Got error produce response with correlation id 25011 on topic-partition testes-de-performance-72, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:44,042] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-72 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:44,043] WARN [Producer clientId=producer-1] Got error produce response with correlation id 25011 on topic-partition testes-de-performance-6, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:44,044] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-6 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:44,045] WARN [Producer clientId=producer-1] Got error produce response with correlation id 25011 on topic-partition testes-de-performance-18, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
